ID,title,content,excerpt,createdAt,updatedAt,forumName,forumAlias,gender,topics 
235029094,#活動 今晚，我想來點感謝！說出你的感謝，年終禮物 Dcard 幫你送🙏,"--更--
謝謝已經參加的卡友們，美妝板有你真好❤️

https://www.dcard.tw/f/makeup/p/235031929
https://www.dcard.tw/f/makeup/p/235055336
https://www.dcard.tw/f/makeup/p/235073552
https://www.dcard.tw/f/makeup/p/235072828
https://www.dcard.tw/f/makeup/p/235035814
https://www.dcard.tw/f/makeup/p/235073459
https://www.dcard.tw/f/makeup/p/235055330

不知不覺已經來到了 12 月的尾聲，
迎接新的一年，不知道這一年美妝板對你來說有什麼意義呢？
這次，我們要歡迎大家一起來回顧，
過去一年中，你是否記得有沒有那麼一篇美妝板的文章
讓你看了收穫良多、給了你很多幫助？
現在，傳達感謝並把這份感謝回饋給其他卡友的時刻到了！

找出你在 2020 年最喜歡、最感謝的一篇美妝板文章，並分享你想回饋給其他卡友的美妝內容
就有機會獲得 Dcard 為你們準備的年終禮物！🎁
https://i.imgur.com/eaJIA3c.jpg
⚠️這次的活動比較特別，步驟有點小複雜～要認真看活動說明和發文規則唷⚠️

👉活動日期：12/22-1/7 23:59

👉活動規則：
1⃣在活動期間內，選出一篇 2020 年美妝板內對你來說收穫最大的文章（文章發佈時間必須是在 2020 年內），按右下角的「...」圖示選擇「引用原文發文」，或是直接複製文章連結發文
https://i.imgur.com/X9Q6XTs.jpg

2⃣標題格式為＃感謝+該篇文章的原PO+你想回饋的美妝點
例如，你想感謝的文章是一篇世新大學女同學寫的文章，同時你也想分享 99 元彩妝品的情報
標題範例為：
＃感謝世新大學女同學 這個 99 元彩妝品推薦給你
＃感謝美妝小天使 秋冬色系唇膏分享給大家

3⃣ 文章內說明選擇的原因、收穫或是對原 PO 感謝，並加上你想回饋給卡友的美妝內容
，從下方ＡＢＣ三組禮物中選出其中一組禮物送給原 PO，最後分享一個美妝點或是想回饋給其他卡友的美妝內容

文章範例：

https://i.imgur.com/bF8VGEE.jpg

活動結束後官方會抽出三篇幸運的文章
「自己」和「感謝的原 PO」都能獲得這款禮物唷❗️

這次的禮物採神秘小禮的方式進行，小天使想讓板上也來個交換禮物的氣氛
禮物的選擇有以下三款，大家可以憑感覺猜猜看要選擇哪一個：

🎁禮物 A：閃耀獨一無二的你，提示：👀
https://i.imgur.com/SwbJTjZ.jpg
🎁禮物 B：今晚擁有滿格電力，提示：👀
https://i.imgur.com/W9eEFfH.jpg
🎁禮物 C： 留下 2020 的 Shining moment，提示：👄
https://i.imgur.com/mtE9jHl.jpg

4⃣ 文末幫我們加入話題 「美妝板有你真好」
P.S. 是木板板喔！！這次不要再打錯字了😣
https://i.imgur.com/ILhYuZi.jpg
在活動期間內完成這篇文章就算參賽成功✅
（請各位卡友們一定要記得加唷！🙏）

以上就是這次的活動說明！
大家可以開始看看自己「收藏」了哪些美妝文
真的找不到的話
也可以從美妝小天使的精華文裡面找文章喔！

這次的活動有別於以往，希望是可以給美妝板創造多一點溫暖的年末氣氛
希望大家會喜歡！（小天使的願望就是希望美妝板相親相愛👼）
不要忘記點個愛心❤️➕追蹤美妝小天使👼
然後幫我分享給你所～有喜歡美妝板的朋友們唷！
🎉得獎的卡友們 小天使會在 1/14 (四）發文公布 🎉
還請大家留意美妝板與美妝小天使😇 
未來小天使還會舉辦許多活動讓水水們參加～
大家有喜歡什麼的活動主題都可以留言告訴我喔！
謝謝大家🙏",--更--，謝謝已經參加的卡友們，美妝板有你真好️，不知不覺已經來到了 12 月的尾聲，迎接新的一年，不知道這一年美妝板對你來說有什麼意義呢？這次，我們要歡迎大家一起來回顧，過去一年中，你是否記得有沒有,2020-12-22T08:19:01.276Z,2020-12-29T11:07:04.732Z,美妝,makeup,D,
235072579,為救兒子而85%燒傷的選美皇后拍寫真鼓勵他人！,"母愛真的太偉大了!!為了救兒子而85%燒傷真的是很痛很痛...

剛剛在ig上看到這個貼文
https://i.imgur.com/gCPFCvW.jpg

從小就聽長輩講母親是最愛孩子的人，媽媽會願意為了孩子付出一切。這位來自澳洲昆士蘭，現年53歲的Carol Mayer就是一個很多好例子。
.
據《每日郵報》報道，Carol 是一位前選美皇后，但於20年前她家中不明失火，當時她為救僅18個月大的兒子Zac不顧一切，兒子絲毫無損地被救出，但她就導致全身85%皮膚燒傷，在醫院足足陷入昏迷8周，生存機會只有50%。在蘇醒來後還經歷了9個月治療療程，共進行了100多次手術。
.
雖然生存了下來，但她失去了從前的美貌，生活上亦出了很大的轉變，令她無法接受，嵌入人生低谷期。直到近年，Carol 終於走出陰霾，她遇上倫敦著名的攝影師Brian Cassey，邀請她合作拍攝全裸寫真，希望藉此鼓勵曾有同樣遭遇的人，要坦然面對真我，勇敢生存。
.
在拍攝前，Carol 問 Brian 能否穿上內衣，而Brian回覆她可以，但他會拍攝到仿如裸體一樣。後來，Carol 覺得自己沒有甚麼需要隱藏，亦希望在照片中展現真我，就決定裸體拍攝，表示：「我想告訴別人，你不必害怕在人前展現真我。」
.
Carol表示：「您知道您會沒事的，但您必須耐心等待。您必須學會接受現狀。只有這樣，您才能學習忍耐的技巧，燒傷是一個人在身體和精神上經歷的最困難事情之一。但是，如果您真的像我一樣具有戰鬥精神，那麼您可以勇氣和決心克服這一挑戰。」
.
這輯寫真作品為《我的皮膚》（The Skin I'm In），並成功入圍2020年「人性之像」國際攝影大獎（Portrait of Humanity 2020）。

來源是popgirlhk
https://www.instagram.com/p/CJXpArsFvgD/?igshid=qjbgpk29ygyt

我剛剛有找了一下這位偉大的母親的近況，
她好像兩週前因為胃癌過世了....
也希望她下輩子可以不再受到任何傷害跟病痛...",母愛真的太偉大了！！為了救兒子而85%燒傷真的是很痛很痛...，剛剛在ig上看到這個貼文，從小就聽長輩講母親是最愛孩子的人，媽媽會願意為了孩子付出一切。這位來自澳洲昆士蘭，現年53歲的Carol Ma,2020-12-29T06:01:36.362Z,2020-12-29T06:01:36.362Z,時事,trending,M,
235072855,yes please 還有人在用嗎？,"是的 請 眼妝教學
久久沒用高顯色的眼影 這次一用有種爽感😂
https://i.imgur.com/UQSgYkH.jpg


正文：

使用眼影：
colourpop yes please

步驟：
https://i.imgur.com/bpWqvJ1.jpg
1. 霧面粉橘色 上下眼皮大面積打底
2. 楓葉紅棕色 暈染加深上下眼尾1/2
3. 霧面深酒紅色 加深上下眼尾後1/3
4. 珠光紅銅色 疊在上眼皮步驟③交界處區塊
5. 珠光橘黃色 疊在上眼皮前1/2
6. 珠光粉金色 打亮眼頭
7. 霧面粉膚色 打亮眉骨

眼妝完成!
https://i.imgur.com/b0RQrW0.jpg
https://i.imgur.com/GnM4C4G.jpg
https://i.imgur.com/jWyRthB.jpg

簡單分享到這裡囉😁

隱眼：美麗康 曦光粉
相機：G12
後製：snapseed, photo editor, incollage",是的 請 眼妝教學，久久沒用高顯色的眼影 這次一用有種爽感，正文：使用眼影：colourpop yes please，步驟：1. 霧面粉橘色 上下眼皮大面積打底，2. 楓葉紅棕色 暈染加深上下眼尾1/,2020-12-29T06:49:12.153Z,2020-12-29T06:49:57.598Z,美妝,makeup,F,
235071128,可以炫耀一下嗎？,"更一下！
男友看完留言是叫我不要回了，
我跟他說，有網友好奇你星座啊！

他做任何事情和決定之前都會再三考慮，
好的、壞的都會先想一遍，
然後再跟我討論。

我們是開車去慈湖，計次停車50...
然後逛兩個小時是因為...
他沿路跟我講解四周的東西，
站崗還有掃地的阿兵哥軍階，
然後當兵的時候他們會做哪些蠢事，
他都用很好笑的方式表達，
我沿路只負責笑和拍照。

——————————————
真的忍不住想講。
可能有炫耀的感覺⋯⋯所以不想看可以跳過。

我男友是個平時不會送東西，
也沒過任何節日，除了我生日，
也不會甜言蜜語...應該是說...
他可能講了感人的話，我準備要流一滴淚了...
但是下一句一定破壞氣氛🙄️
然後說出口一定會做到。

交往第一年生日他幫我換了新手機，
雖然晚了三個月才拿到...
他自己接收我的舊手機。

這次他突然說
「我就是要讓妳在年底前拿到IPhone 12」
要當我的生日禮物（我生日一月）

原本預計買pro 128g
結果藍色缺貨，
男友說「好啦！就pro max好了！總不會沒貨了！」

12/26我們直接去取貨
https://i.imgur.com/BXHCtfB.jpg

因為是認識的朋友，
只花了五百，
拿到了防摔殼、藍鑽鏡頭貼、MFI認證快充頭和線。

當天回到家，
男友傳訊息過來...
一樣！瞬間破壞氣氛...

https://i.imgur.com/IaWlLmc.jpg

他不是很有錢的人，平時約會我們都路邊攤或是不太花錢的地點。
我們曾經在慈湖蔣公陵寢逛了兩個小時，
只花了停車費50元",更一下！，男友看完留言是叫我不要回了，我跟他說，有網友好奇你星座啊！，他做任何事情和決定之前都會再三考慮，好的、壞的都會先想一遍，然後再跟我討論。我們是開車去慈湖，計次停車50...，然後逛兩個小時是,2020-12-29T00:59:13.116Z,2020-12-30T04:50:02.088Z,感情,relationship,F,
235073934,為了舒服一發 把腳指甲撞掉了==,"今天的課到三點 
於是呢 我就覺得趕快回家來一發吧！！！
（回家路途騎我的DRG哺哺回家！
好！到家了！
收拾一下自己 準備開這個木門
https://i.imgur.com/ZQ2LAx4.jpg
拿我的✈️杯
疑 怎麼卡卡的
大力一點 還是拉不開
幹 不爽了 用吃奶的力氣拉開！
https://i.imgur.com/MgOl5qH.jpg
它便直直的砸在我腳上
而且！！！重點是！！！
整扇木門只砸在我的大拇指上！
我的大拇指😭

以下是血腥圖！



如果會感到不適 請馬上離開！




好囉！
3
2
1

https://i.imgur.com/wYpfLoK.jpg
https://i.imgur.com/Mt3m9gj.jpg
這便是整段故事了...

當下就冷靜下來
想說等它止血再去醫院好了
我便慢慢等 慢慢等
結果他媽的 它沒有停過啊啊啊啊啊啊
我就這樣子了！
https://i.imgur.com/9vXqVjM.jpg
去到醫院處理
那十幾分鐘真的是讓我感到一剎那經歷了生老病死==
也被護理師罵 怎麼出門會不穿鞋
就算受傷也得穿鞋子
不然感染了怎麼辦🔥
（劈裏啪啦花裡阿渣 處理完之後
護理師便幫我的腳腳用塑膠袋包住 包的死死的
附圖！
https://i.imgur.com/xSBVe54.jpg
（回家ing
回到家就馬上把家裡的血跡趕快擦一擦
https://i.imgur.com/LhHE4RT.jpg
不然我真的怕我媽回家 會以為我家突然變命案現場==
好啦 太多廢話了！
希望分享這個趣事給你們笑一下 開心一下
結束！",今天的課到三點，於是呢 我就覺得趕快回家來一發吧！！！，（回家路途騎我的DRG哺哺回家！，好！到家了！，收拾一下自己 準備開這個木門，拿我的️杯，疑 怎麼卡卡的，大力一點 還是拉不開，幹 不爽了 用吃奶,2020-12-29T09:48:33.368Z,2020-12-29T09:48:33.368Z,有趣,funny,M,
235079628,台灣第1例英國變種病毒！！陳時中證實：英國返台發燒少年,"不～～～～～

記者洪巧藍／台北報導

嚴防英國變種病毒，我國已針對英國入境進行加強防疫，並對近期自英國入境染疫個案進行病毒基因序列比對，指揮中心今（30）日公布結果，確認發現有英國變種病毒。

國內從12月23日開始針對有英國旅遊史者加強檢疫，過去14天有英國旅遊史者必須集中檢疫，入境與期滿皆須採檢，倫敦飛返台北的客機航班數將減半，機組員須居家檢疫14天，期滿前進行採檢陰性及自主健康管理7天後再進入社區等。

27日晚間首班倫敦飛台北班機共127人(含機組員13人)抵達，該團總計有3人確診，另採檢近期從英國返國者，也有1名染疫，指揮中心正在進行相關病毒基因序列比對，釐清是否變異病毒。

陳時中今日公布病毒比對結果，該名發燒少年證實為英國變種病毒，等於是第一個案例到了台灣。所幸從機上開始有適當防護，至於檢驗到醫院，現在在院治療中，有相關輕微症狀並不嚴重，其餘同班機無特別情況，持續觀察中。
https://www.ettoday.net/news/20201230/1887892.htm?from=fb_et_news&fbclid=IwAR3mEwW9vrrw8pMooxIzwA5Wz_tOULGKiw2WXLOgsDGvohqOB4W7nfz3J1I

【台灣後天起鎖國一個月】　
元旦起禁轉機、非本國籍禁入境
本國籍1/15起「要住防疫旅館、集中檢疫」

陳時中也宣布防疫升級控管，入境限制再加嚴，非本國籍者在1/1零時起暫緩入境，本國籍1/15起返台除了要提供陰性證明，要全部進入防疫旅館或集中檢疫，居家檢疫一戶只能有一人。
https://i.imgur.com/ry2VBXs.jpg",不～～～～～記者洪巧藍／台北報導，嚴防英國變種病毒，我國已針對英國入境進行加強防疫，並對近期自英國入境染疫個案進行病毒基因序列比對，指揮中心今（30）日公布結果，確認發現有英國變種病毒。國內從12月2,2020-12-30T06:47:03.205Z,2020-12-30T07:16:48.153Z,時事,trending,M,
235073345,可以不要吃我的鼻子嗎?,"這真的超可愛!!兔子是真的很喜歡吃紅蘿蔔嗎😂

一開始看到這張照片，還以為小白兔跟小雪人在親親...
https://i.imgur.com/hBE5s8e.png
這到底是484跨物種的戀愛呢~?

結果兔兔離開了之後...為什麼雪人的鼻子變成這樣了😱😱
https://i.imgur.com/gyn6WoR.png

再吃!!!
https://i.imgur.com/lQENFVx.png

兔兔表示 : 多謝款待
https://i.imgur.com/fAbHhAL.png

留下了傻眼的雪人...
https://i.imgur.com/ocm2TKC.png
感覺鼻子被掏空

J4影片的連結~~
https://www.youtube.com/watch?v=DhWJo-9SAb8&feature=youtu.be",這真的超可愛！！兔子是真的很喜歡吃紅蘿蔔嗎，一開始看到這張照片，還以為小白兔跟小雪人在親親...，這到底是484跨物種的戀愛呢~？結果兔兔離開了之後...為什麼雪人的鼻子變成這樣了，再吃！！！，兔兔表,2020-12-29T08:08:25.009Z,2020-12-29T08:16:28.449Z,有趣,funny,F,
235075799,謝謝妳，找到了我,"https://i.imgur.com/j40Zohd.jpg



https://i.imgur.com/oH78vhY.jpg


好像電池總有一天會沒電
會需要更換或是充電
偶爾⋯
偶爾會突然被平常推動自己前進的壓力給推倒
陷入莫名的焦慮或煩躁
不想去想規劃今天該做什麼、
不想去在意還有什麼事情沒完成、
不想拿起手機看到讓人煩躁的訊息、
只想放下那些「責任」，好好放空⋯



https://i.imgur.com/fCZkuqj.jpg
https://i.imgur.com/1wdetni.jpg




關上燈，躺在床上發呆。



⋯其實
自己心裡很希望能被找到、

希望突然有個人能發現躲起來的我。





https://i.imgur.com/3MTOFhk.jpg



「喀噠」
突然間，房門被輕輕地打開
可能是因為看到關著的燈，以為我睡了



對方好像在我的書桌上放了什麼
就默默出去了。




然後手機螢幕隨即亮起
我瞄了一眼
https://i.imgur.com/RkxlPaZ.jpg





https://i.imgur.com/N2XQrXP.jpg
https://i.imgur.com/meusc3X.jpg

https://i.imgur.com/u1Lt5AD.jpg
https://i.imgur.com/HNxpO8O.jpg



原來是因為早上媽媽原本要找我去爬山
但我剛好那個來，所以拒絕了
知道這件事的她晚上到家後就用了薑母茶給我喝
真的⋯讓我覺得很溫暖😭😭


/


大家好我是欸那～
（把自我介紹擺最後🤣）
這件事讓我想起了前陣子畫的圖
所以想說結合起來用不一樣的方式紀錄一下

有的時候，對自己來說小小的舉動
卻可以成為他人大大的溫暖跟鼓勵
一起給自己在乎的人
一份簡單的關心吧 ♡( ´͈ ᵕ `͈)",好像電池總有一天會沒電，會需要更換或是充電，偶爾⋯，偶爾會突然被平常推動自己前進的壓力給推倒，陷入莫名的焦慮或煩躁，不想去想規劃今天該做什麼、不想去在意還有什麼事情沒完成、不想拿起手機看到讓人煩躁的訊,2020-12-29T14:54:38.827Z,2020-12-29T14:59:04.753Z,心情,mood,F,
235074476,What’s in my room 第一次自己生活🍂,"先來張房間一角🥰
https://i.imgur.com/qQ55BPq.jpg

📍地點：台北市信義區
💰租金：$13000

最近成為社會新鮮人終於第一次自己一個人租房子住！把地點跟租金先打出來是因為真的對這個價格很滿意🤣其實找到這個房子的時候也剛好跟交往四年的男友分手了，本來很怕自己住會很不習慣或很悲傷，還好空間有好好佈置，現在很喜歡自己的新生活。

由於我有兩份工作，當初在找房子時就是設定必須往來兩個工作地點很方便、有自己的洗衣機、有對外窗、要有採光（我無法沒有太陽）、有代收垃圾（我沒有時間追垃圾車ಥ_ಥ）、價格不可以高於$14000、最好是電梯大樓、還有我想自己一個人住。

我知道我條件有點多，但最後很幸運找到這個在市政府的小套房，除了符合所有條件，而且還有管理員代收包裹（管理費也含在租金了！讚！）💜
唯二的小缺點是沒有晾衣服的陽台，要晾在窗台，還有我的房間是面向隔壁棟，陽光灑進來沒有到超級亮。不過我已經覺得很可以接受了！

因為有po在IG所以可能有些追蹤我ㄉ粉絲已經看過ㄌ，但還是想來分享第一次自己住的佈置心得，請包容我噴發的少女心🤣

房東原本附的傢俱有書桌椅、雙門冰箱（好佛心）、洗衣機、雙人床跟一個大衣櫃。

評估過空間狀況後，我認為應該還能再放一個小流理台，但沒有空間放其他大櫃子了，就決定要趁機把不需要的都丟一丟，把東西都收納在現有的傢俱！


原本的房間長這樣：
https://i.imgur.com/7Dl214B.jpg
https://i.imgur.com/1E1iIuw.jpg

改造後的房間長這樣：
https://i.imgur.com/MxqBZW9.jpg
https://i.imgur.com/BdQox3Y.jpg


我移動後，
把房間分成臥室區、書桌區跟小廚房區，
因為很喜歡大地色系的感覺，所以在佈置跟添購傢俱的時候標準就是要選擇盡量白色、奶茶色、卡其色。

臥室區就是我的床、床頭櫃跟衣櫃，
自己住終於按照喜好買了米色格子的被套組，
也把最愛的韓國棉被搬來租屋處，冬天一套就很保暖。

https://i.imgur.com/taJqhEO.jpg

床旁邊從家裡搬來了一個小小的床頭櫃，裡面放了我的書（因為沒有書櫃）、一些雜物跟卡片。因為牆壁有點髒，所以買了一塊布遮起來，然後私心佈置了一個可愛的角落，覺得這樣會讓自己心情好💜

https://i.imgur.com/q0o6ar7.jpg


另一邊是衣櫃，把衣櫃移到床另一邊有一個很大的原因是衣櫃太大，原本的擺放方式會擋到陽光，現在這樣才能在好天氣的時候讓整個房間都亮亮的不會被遮到，再加上這個衣櫃是有一個拉門是全身鏡的（房東真的買的很讚！女生穿衣服就是要鏡子！）所以被我移動成不會面對床或書櫃的方向，不然我怕沒事被自己嚇到XD
https://i.imgur.com/VLEHj9r.jpg

裡面收納了我春夏秋冬的衣服，我是有努力依照顏色跟長短來掛，不知道大家有沒有看出來XD 還有一點點放在老家，但在把衣服整理到這個新家的過程中，我趁機回收了不少其實根本不會再穿的衣服，身為女生，我真的覺得自己的衣服不算多啦(`･Θ･´)

https://i.imgur.com/fxWBwTZ.jpg
短版的衣服放一邊，長版的衣服和外套放一邊，收納包包的部分我用了萬用門板倒掛勾架來掛！雖然本來好像是拿來掛在門後面掛衣服跟帽子的，但我覺得這樣用真的非常好用，掛起來也很好看(๑•̀ㅂ•́)و✧

然後還在大創買了一個收納籃放衛生棉，我是那種買一送一時就會買一堆起來囤貨的人，所以籃子看似大，但收納起來完全剛剛好(･ัᗜ･ั)و


至於原本窗台的地方，我裝了一組落地透光窗簾進去，因為這樣有時候不想被對面（我的房間是面向另外一棟大樓）的人看到我在幹嘛，但又想有陽光的時候，可以不用把房東附贈的窗簾拉下來，
https://i.imgur.com/UZuVD3z.jpg
（請忽略我的書包...）
然後這組落地窗簾又可以起到一點隔絕的效果，就算有衣服晾在窗台，房間看起來還是很美！


接著是書桌區，最大的變動是房東原本附的椅子太醜，所以我把他搬到別的地方放著，然後自己買了另外一把椅子，是在蝦皮買的，一把椅子$700自己組裝，用起來還不錯！
https://i.imgur.com/hHRp58F.jpg
書桌是房東原本就附的，因為房東有鋪一個桌墊而且堅持不能拆掉，但我覺得透明桌墊太醜，所以鋪了白色的布在上面裝飾，雖然沒有到很美但已經可以接受了。

旁邊的掛衣架則是因為以往我有亂丟衣服的壞習慣，趁雙11買了這個掛衣架（才$499）自己組，回家後就把外套隨手掛起來，很方便也很好看。
https://i.imgur.com/JghYkPb.jpg

書桌的抽屜裡收納了我所有的化妝品、保養品、文具、口罩跟手帳。照片裡的檯燈是香氛蠟燭燈，開了燈蠟燭就會開始融，整個房間會變得香香的，光線也可以調節，我覺得很實用（而且很美哈哈）。


然後就是廚房區～雖然有兩份工作但我還是會找時間自己煮飯（新鮮人在台北就是要努力省錢！）

廚房區長這樣：
https://i.imgur.com/1zsK8QU.jpg

當初考量到有水槽的簡易流理台真的太貴，我買不起，因此決定找收納櫃或小木桌替代。初步想好預算必須控制在$2000內之後，最終我在IKEA二手社團購找到這款收納櫃，原價是$4250，因為對方也急著搬家所以便宜出售！
https://i.imgur.com/1yljXVS.jpg
（剛搬來時長這樣）


接著思考整個廚具的擺放方式，考慮到我必須在這個收納櫃裡塞入所有的東西，因此決定讓檯面上也分擔一點，以免塞不下😂參考了很多韓國居家佈置帳號，最後決定買掛鉤將常用的廚具掛在上面！
不過我買的掛鉤本身是有一點寬度的，有一些鍋鏟因為洞不夠大無法掛上去，只好收在抽屜，滿可惜的🥲


另一個被我放在檯面上的就是餐具了，必須說覺得自己真的很睿智，這本來其實是水杯，但我一看到就覺得很適合拿來當收納餐具的筷子筒，購入之後也整個超美，材質是陶瓷，非常厚實(❁´ω`❁)
https://i.imgur.com/rgUbkGz.jpg


然後特別介紹這一台移動雙濾網抽油煙機（黃色那個），是我媽贊助我的，我沒有花錢買，但因為很實用推薦給大家！畢竟在小套房開伙最怕的就是油煙味，這台小油煙機可以抽走大部分的油煙（是真的），非常實用，煮完飯房間也沒什麼味道！平常沒煮飯的時候也可以開，可以清淨空氣～不過我為了省電沒煮飯就沒在開啦><如果髒了的話則是替換它的濾網，使用起來很方便唷！
https://i.imgur.com/GvdqJAa.jpg

至於收納櫃裡到底放了哪些東西，除了抽屜裡放的是掛不上去的湯勺、做飯糰的小道具、我常用的碗等等，底下的隔層也放了各種杯子、盤子、保鮮盒跟便當盒，大部分都是以前購入的ଘ(੭ˊ꒳ ˋ)੭✧
https://i.imgur.com/lYH8efj.jpg
https://i.imgur.com/Bn9Us15.jpg

還有所有的生活用品（衛生紙、抹布、菜瓜布、果醬、麥片、餐袋⋯⋯）都被我一起收納在這個櫃子裡。

電器的線則藏在收納櫃後，也買了無痕的延長線貼，讓線不會太雜亂，
https://i.imgur.com/71f92ZJ.jpg

另一頭的冰箱，我也貼了無痕的拖鞋架，不過目前還沒有買室內拖鞋XD
https://i.imgur.com/YqhpSmJ.jpg

因為廚房長的很可愛，所以每次開伙都很開心！


浴室的話有一台小洗衣機，但整體很普通就不介紹了。當初找房子找了超級久，透過這次租屋得到兩個心得分享給大家><

1.真的不要嫌麻煩或太晚找房子就委曲求全，因為房子是你喜歡的你才會住的開心，我是那種看屍速列車都做半年惡夢的膽小鬼，但現在自己住都不害怕，回家心情也很好！每次想到分手想哭就看看療癒的小角落，心情就感覺比較好了！

2.房間要美觀就是東西不要太多！這次搬進來我很努力斷捨離，讓空間保持整潔房間就有一定的美度了🧡

大概就是這樣，我知道我話很多但已經很努力刪減了（本來話更多XD），謝謝大家🥺

—
更：
因為大家問的有點多所以把有被問到、我也還記得在哪裡買的都整理在這邊！

抽油煙機是MULTEE的，當初媽媽是在特價時候買的，和電磁爐都是同一個牌子，不過這個電磁爐好像會認鍋，媽媽有一些鍋子不能用（還好我的可以）。

電子鍋是 One Amadana的，當初特價時買只要$1200，個人覺得煮出來的飯超好吃～只是電子鍋要煮比較久，省電模式下要煮一個小時，所以我都先煮飯再備料。還有飯好的時候他會逼逼響，有些網友嫌吵，但我覺得還好啦XD

掛衣架是蝦皮買的：
https://shopee.tw/product/6911881/1783546865?smtt=0.18987350-1608294589.9

香氛蠟燭燈是這家：
https://www.twinko.co/products/hm129

鬱金香掛布：（其實蝦皮很多但我就是要挑台灣出貨又最便宜ㄉ👻）
https://shopee.tw/product/14430396/5648812462?smtt=0.18987350-1606154182.9

椅子：（我買的這款有椅墊唷）
https://shopee.tw/product/3421518/2112085993?smtt=0.18987350-1608295560.9

棉被：
https://www.khouse-supply.com/

床墊（乳膠床墊）：
https://shopee.tw/product/26625405/4117213561?smtt=0.18987350-1609309938.9",先來張房間一角🥰，地點：台北市信義區，租金：$13000，最近成為社會新鮮人終於第一次自己一個人租房子住！把地點跟租金先打出來是因為真的對這個價格很滿意🤣其實找到這個房子的時候也剛好跟交往四年的男友分,2020-12-29T11:26:50.904Z,2020-12-30T07:01:34.535Z,居家生活,house,F,
235071972,男友說我塗口紅的方式很奇怪,"前天跟男友吃完飯之後，我就在補我的口紅，

結果他說他覺得我塗口紅的方式很奇怪~?😅😅

所以想要來問一下大家都怎麼塗的🤣

我是先塗上唇的尖尖處，然後再塗下唇的中間，

最後再用手把他們抹開~

大概是這樣
https://i.imgur.com/OdnmWVM.jpg

我男友還說應該是要全部塗滿吧~?

到底為什麼會塗局部而已~?

但我竟然也說不出為什麼😅

這就是一個長久累積起來的習慣~?",前天跟男友吃完飯之後，我就在補我的口紅，結果他說他覺得我塗口紅的方式很奇怪~？所以想要來問一下大家都怎麼塗的🤣，我是先塗上唇的尖尖處，然後再塗下唇的中間，最後再用手把他們抹開~，大概是這樣，我男友還說,2020-12-29T04:27:43.488Z,2020-12-29T04:27:43.488Z,閒聊,talk,F,
